sentiment,text,user,,,
positive,RT @kiraincongress: There are fears that #Severodonetsk may have its own #Azovstal. About 800 people are hiding in Soviet-era bomb sheltersâ€¦,ariaghajar,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,NepCata,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,A_Woronecki,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,Missfortuneskin,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,EDMARTING,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,JeelLesslyn,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,stopmadmanputin,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,jasszymon65,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,wadakashiho,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,Alexandra1UApro,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,DaGodfather59,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,ukraineinfobot,,,
neutral,Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded.â€¦ https://t.co/UrziWaNzy6,IuliiaMendel,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,TimPaine1794,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,radiolione,,,
negative,@tassagency_en Hold on Russia. Invading a sovereign neighbor and then starting a bloody war is not an internal affaâ€¦ https://t.co/GGuVlZ4AcT,Read_Disclaimer,,,
neutral,RT @Boba12340769066: #Russians: \Let's move on Berlin," London and Washington!\"" ðŸ˜†\n\n#RussiaUkraineWar #Ukraine #StopPutinNOW""",CANEMNNJ,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,xavipages,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,davidcb53,,,
neutral,#StopPutinNOW https://t.co/9HkQiApjCa,Ald19Dr,,,
neutral,No words. #StopPutinNOW https://t.co/02SYR5z3cj,JenelleComedy,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,Cit_Reload,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,FionaGreenfield,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,TrevorB46335859,,,
neutral,Putin's War on Ukraine will be a stain on the Russian people remembered Ukraineâ€™s childrens grandchildrens childrenâ€¦ https://t.co/VDqekaOH0v,Steve76652499,,,
positive,"RT @MavkaSlavka: The sooner, the better. #StopPutinNOW \n\nhttps://t.co/MwjNCT4yrP",JenelleComedy,,,
neutral,RT @debbie156: @kathrynresister @RogueCitizenOne #StopPutinNOW #ArrestTrump #DeportMurdock,Stifor420,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,fastone65,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,RichardThorold,,,
negative,Fighting with strangers is the last thing on your mind while you're working hard and producing money.\n\nWithout distâ€¦ https://t.co/4PvJ3OCNNa,Bull_kong,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,vanessa99917390,,,
neutral,Not Kyiv!! @POTUS @NATO #StopPutinNOW #CloseTheSkyUkraineNOW #supplyUkrainewithHIMARSnow https://t.co/K1OHD6O9Ct,JenelleComedy,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,AndreasHagen507,,,
neutral,RT @ElenaShelest: #StopPutinNOW STOP #Genocide,mellylamelle,,,
neutral,@UN @UN what about forcefully relocated to Russia kids and adults? How did you help? Or maybe you actually helped fâ€¦ https://t.co/55dlKhCMqc,alla_pinkas,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,AAkermane,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,AdinOfCrimea,,,
neutral,RT @esoriram1: Over 190.000 Ukrainian children stolen from Donbass  to Russia. This is Genocide! #StopPutinNOW \n\n@ZelenskyyUa @POTUS @FLOTUâ€¦,SimonaPorrino,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,HockGuru,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,Stupormundi66,,,
positive,RT @kiraincongress: There are fears that #Severodonetsk may have its own #Azovstal. About 800 people are hiding in Soviet-era bomb sheltersâ€¦,durban_warren,,,
negative,RT @UkiLifeAbroad: They are apparently refusing to support each other's units or fight for each other's so called territory. \n\n#ukraine #luâ€¦,Robert2909,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,Mag2012Ge,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,KlausRieneck,,,
neutral,#StandWithUkraine #StandUpForUkraine  #StopPutinNOW #StopRussianAggression #ArmUkraineNow #ArmUkraine https://t.co/dTMhuseXHP,ThomasAMarx,,,
neutral,"\Soldiers\"" from the #DPR (DNR) captured in #Severodonetsk (English Translation)\n\n#news #UkraineWar #SlavaUkrainiâ€¦ https://t.co/agXi0YQJGn""",Jim23194777,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,LevHavryliv,,,
negative,#Russian ðŸ‡·ðŸ‡º Air Force active from #Moscow going East.\nTupolev Tu-154M\nRussia - Air Force | RA-85123 | 154C83â€¦ https://t.co/Hoyn9NhLYt,FlconEYES,,,
neutral,RT @three_cube: SCADA/ICS Hacking is the next stage in this cyberwar.\n\n#SlavaUkrayini \n#cyberwarrior \n#scadahacking\n#StopPutinNOW https://tâ€¦,HarmonyUsInc,,,
neutral,RT @three_cube: SCADA/ICS Hacking is the next stage in this cyberwar.\n\n#SlavaUkrayini \n#cyberwarrior \n#scadahacking\n#StopPutinNOW https://tâ€¦,BornerJere,,,
neutral,"RT @u24_news: In #Severodonetsk, the National Guard @NatsGvardiya hit the occupiers' armored vehicles maneuvering through the streets withâ€¦",Andrzej53356067,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,FrancesBurley1,,,
neutral,#StopPutinNOW\n#PutinIsaWarCriminal\nhttps://t.co/IjNAYEZND3,bela099,,,
neutral,RT @MavkaSlavka: 100 days of war. When will it all end? #RussiaInvadedUkraine #StopPutinNOW #ArmUkraineNOW https://t.co/agSckJcO7A,Seantoir,,,
positive,RT @MavkaSlavka: Putler's guardian angels.... Enough talking and appeasing #StopPutinNOW - his Z orc army kills innocent Ukrainians every hâ€¦,Seantoir,,,
positive,RT @MavkaSlavka: Propaganda and brainwashing start early. Fascism is alive in Putler's ruZZia - it's been adopted into the doctrine of everâ€¦,Seantoir,,,
neutral,"RT @MavkaSlavka: Putler keeps delivering his gas and oil to Berlin. Russia should be totally cut off from the world, because they do not waâ€¦",Seantoir,,,
neutral,RT @MavkaSlavka: Putler's already started WW3. The world just doesn't want to see it that way. #StopPutinNOW #UkraineGenocide #NeverAgain hâ€¦,Seantoir,,,
neutral,"RT @MavkaSlavka: 3000+ days of this, and the world watches.... #PutinWarCriminal #StopPutinNOW #UkraineGenocide https://t.co/ZdIkYdLbmb",Seantoir,,,
positive,RT @MavkaSlavka: The body bags keep piling up. The war crimes keep piling up. What's the magic number to #StopPutinNOW? #RussiaInvadedUkraiâ€¦,Seantoir,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,ekondr,,,
positive,"RT @DutchFarmerInUA: The Netherlands has never traded so much with Ukraine as last year.\n\nIn total, the Netherlands bought more than 2 billâ€¦",DutchFarmerInUA,,,
positive,RT @AnonymousPab: âš¡We are reminding âš¡. True Anonymous do not charge money. Pass on this information. Let it fly into the worldðŸŒ\n#UkraineWarâ€¦,AuthorClaire2,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,dienachtistohne,,,
positive,RT @BarbelKonkel: @EuromaidanPR I would also like to know! Where are they? How are you? Why are they already forgotten or aren't they? Farâ€¦,LaLaFrance2,,,
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russiâ€¦,DonnaRapado,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,CicchiRoby,,,
negative,"RT @u24_news: A view of new graves for people killed during Russia's invasion of Ukraine, at a cemetery in #Bucha, #Kyiv region, Ukraine\n\n#â€¦",BlowOfTheWind,,,
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not numberâ€¦,surangapereira,,,
neutral,RT @debbie156: @kathrynresister @RogueCitizenOne #StopPutinNOW #ArrestTrump #DeportMurdock,Daryng66,,,
neutral,"RT @ua_hakken: ã‚¦ã‚¯ãƒ©ã‚¤ãƒŠã®æœ€ã‚‚æœ‰åãªãƒªã‚¾ãƒ¼ãƒˆåœ°ã®ä¸€ã¤ã§ã‚ã‚‹ã‚ªãƒ‡ãƒ¼ã‚µå¸‚ã§ã™ã€‚ã“ã‚Œã‹ã‚‰ãƒ“ãƒ¼ãƒã‚·ãƒ¼ã‚ºãƒ³ã®æº–å‚™ã«å…¥ã‚‹ã¯ãšã§ã™ãŒ,å®Ÿéš›ã¯ã“ã‚“ãªä½œæ¥­... \n#ã‚¦ã‚¯ãƒ©ã‚¤ãƒŠ\n#StopPutinNOW https://t.co/RgLpRiNi3I",_dj_ambitious,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",runcs_janis,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",DanDalaiFreeman,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",robotoasterdev,,,
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees froâ€¦,ronanmoriarty,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",assianir,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",CulikOf,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",marinadegra,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,sorjonen_fi,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",_A_Pilgrim_,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",Bivi_17,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",Rimma_dzimte,,,
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees froâ€¦,WooHooQi,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,no1historychick,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",GMFitzGeraldOG,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",Radu44126707,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",Phil642,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,AlfredGliddon,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",heartsteered,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",VictorN78961942,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,Charlen22337645,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",psagmenoss,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",drusu78,,,
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees froâ€¦,valleonardcomc1,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",PJ7bBLOLe8wtqoa,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",shabkoub,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",5NfF9tAK8zaxSga,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,bandergrad,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",MartinsLusis,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",pl_ckm,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",shakhtarska,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",BruderClemens,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,xlenm,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",LauraGoodhart,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",m83mariusz,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",PeteKFromOhio,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",7rqIWQuA445Rqdn,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",AdrianLJ45,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",V_V_Vavas,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",ned_bade,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",Nazar_910,,,
neutral,"@DefenceHQ #ArmUkraineNow please, help us to #StopRussia",nataliyaGm,,,
negative,RT @jodyvance: 100 days. Imagine being attacked - for doing nothing wrong - for 100 days. One man can stop this. One. Man.  #StopRussia #Ruâ€¦,JanetBrown980,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",Luis53764166,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",bonhelene,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,encorebenoit,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",TurskaEl,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",A_Woronecki,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",Martini53,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",dimm,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",ManchurianDevil,,,
negative,RT @helg2014: Terrible price of bread.\n#RussianWarCrimes #war #StopRussia #ArmUkraineNow https://t.co/q0TEYbq0Xk,IvDz6,,,
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization â€˜terroristâ€™ to escalate repression in occupied #Crimea, #Kherson, otherâ€¦",GlasnostGone,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",trinity00938206,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",gcrivercat,,,
neutral,"@LulzSecMafia says they had a #TangoDown on neostock[.]ru - CS:GO Community, well #ThatsUnfortunate\n\n#OpRussiaâ€¦ https://t.co/dUcWV5b6sB",KrazyKaoticMess,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,BSBonner,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",ATek9bahran,,,
neutral,"RT @u24_news: ðŸ‡ºðŸ‡¦Ukrainian intelligence officers are constantly in touch with the captured #Azov soldiers, according to #DenysMonastyrsky ,â€¦",Ebbiebak,,,
negative,RT @jodyvance: 100 days. Imagine being attacked - for doing nothing wrong - for 100 days. One man can stop this. One. Man.  #StopRussia #Ruâ€¦,notseinfeld01,,,
positive,RT @KrazyKaoticMess: @Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (parâ€¦,BornerJere,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",G02891172Yvonne,,,
positive,"Ukrainians used to live happily in their homes, today they live under the horror of constant #Russian attacks. Thatâ€¦ https://t.co/Ji7o0AkTk0",LlopisMarta95,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",arturos1965,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,sztu_i,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,BarbelKonkel,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",netta_geo,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,NepCata,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",FrancescSalat,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",NichPetr,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",kingj69445478,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",CarlKajak,,,
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees froâ€¦,JostikSepgu,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,MeaganABrown,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,ichnich89648258,,,
neutral,"NÃ¤in #VenÃ¤jÃ¤ n pÃ¤Ã¤uutiskanavalla illalla: \Erikoisoperaatio Ukrainassa ohi. Tarkoitus on nyt demilitarisoida kokoâ€¦ https://t.co/IBQn7ZYzmy""",TemppuTerava,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",CateSpeech,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,A_Woronecki,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,Missfortuneskin,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,EDMARTING,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",tdjedruchow,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,stopmadmanputin,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",JoMeh7,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",cosmos58202,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,jasszymon65,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",CDohert17593121,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,wadakashiho,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,Alexandra1UApro,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,DaGodfather59,,,
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkrâ€¦,ukraineinfobot,,,
neutral,RT @gaijin_no_tweet: â—ï¸ç¾åœ¨ãƒªãƒ´ã‚£ã‚¦åœ°æ–¹ã§èžã“ãˆã‚‹çˆ†ç™ºã¯é˜²ç©ºã‚·ã‚¹ãƒ†ãƒ ã‹ã‚‰ã ãã†ã€‚\n\n#ã‚¦ã‚¯ãƒ©ã‚¤ãƒŠ\n#StopRussia,millionmiler4,,,
neutral,Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded.â€¦ https://t.co/UrziWaNzy6,IuliiaMendel,,,
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined Mâ€¦",paoloappe,,,
neutral,NO WAR - stop war!!\n-\nhttps://t.co/VLOAypkEYW\n-\nhttps://t.co/qX63ZqBr0r \n-\n#ukraine #stopthewarâ€¦ https://t.co/T6hj1udwKI,IvoSief,,,
neutral,#Ukraine\n#Russia\n#Stopthewar\n\n#June\n#start https://t.co/l8mWfGLA9G,YusukeJordan,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Samsteruni,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,BabylonCaroline,,,
neutral,RT @Klitschko: #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/VQ201VtW8G,BabylonCaroline,,,
